[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-02 19:17:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-02 19:17:15] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034\
[2024-11-02 19:17:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/mileniyamjiwane/
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 166531 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac270d93-RchpRz.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:6578a76db4c8a61d3db5e6bbeb98eedc56e5c87d===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac28c6e2-bI2fMR.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=1452
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=1452
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 76001 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac28c6e2-bI2fMR.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:8262a0b66cc08f003335a52c844f07009b481ea1===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac29f6db-SSDPLS.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=1453
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=1453
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 24663 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac29f6db-SSDPLS.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:79f53070b6ed487bd3315bce971b843cf28adc8e===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2aac5f-z56B51.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=1454
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=1454
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 20426 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2aac5f-z56B51.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:f1fbc719e57ca0bbeda08bed42ec2700a7bd712b===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2b4266-KK6yND.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=1455
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=1455
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 426789 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2b4266-KK6yND.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:b136191446db90134d31f7e220767dad53be666a===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2be427-KB6Bb2.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=1456
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=1456
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 219324 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2be427-KB6Bb2.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:7982005f946fd6425d888014178ae032ec528620===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 100 of 603 pages/files
[2024-11-02 19:17:22] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-11-02 19:17:22] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-11-02 19:17:22] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:69] Total pages: 603; Pages remaining: 453
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2c38f1-zOq3QJ.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=1457
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=1457
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 331743 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2c38f1-zOq3QJ.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:2b3dc0f3d2c0400af7a44895cb160c73d8a7f9e9===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2d28d3-5Q2Sfv.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=1458
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=1458
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 219164 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2d28d3-5Q2Sfv.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:18d5c5e5843400d42dd24db95e83d24e7db9b461===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2db760-pAASvu.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=1459
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=1459
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 119312 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2db760-pAASvu.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:1340d028de1a19311eecaf034135703fd2e267ed===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2e2f3a-wBTfvi.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?simply_static_page=1460
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?simply_static_page=1460
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 97184 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2e2f3a-wBTfvi.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:3c98a0d0bf6e60290f69dacd8a3b9850c6995d32===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2ea508-0Npvff.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css?simply_static_page=1461
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css?simply_static_page=1461
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:103] Filesize: 18074 bytes
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2ea508-0Npvff.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:22] [class-ss-page.php:119] Checking Content Identical:774aebfda01afae3721f7534d33168e384dc50b3===. Value: FALSE
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2024-11-02 19:17:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 603
[2024-11-02 19:17:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac2f2c11-CMVYHD.tmp
[2024-11-02 19:17:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js?simply_static_page=1462
[2024-11-02 19:17:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js?simply_static_page=1462
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:103] Filesize: 95387 bytes
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac2f2c11-CMVYHD.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:23] [class-ss-page.php:119] Checking Content Identical:ec1ba8a9b81e332d47daf8769fc13a655717f386===. Value: FALSE
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2024-11-02 19:17:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 603
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac3398b9-djDv93.tmp
[2024-11-02 19:17:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?simply_static_page=1463
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?simply_static_page=1463
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:103] Filesize: 16167 bytes
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ac3398b9-djDv93.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:23] [class-ss-page.php:119] Checking Content Identical:5532dc7b582004089698f004af4e1648fb4eb37c===. Value: FALSE
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js
[2024-11-02 19:17:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 603
[2024-11-02 19:17:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ac346a00-FOZMKf.tmp
[2024-11-02 19:17:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js?simply_static_page=1464
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js?simply_static_page=1464
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:103] Filesize: 50680 bytes
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js
